"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"18619",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18633",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18639",1084,1085,1086,1087,1054,1036,1077,1040,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18689",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18690",1025,1069,1017,1074,1008,1037,1009,1026,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18692",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18693",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18706",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18715",1084,1085,1086,1087,1054,1036,1077,1040,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18722",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18730",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18732",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18746",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18748",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18760",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18811",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18817",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18828",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18842",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18846",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18852",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18856",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18860",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18863",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18877",1008,1030,1017,1003,1001,1034,1002,1004,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18882",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18913",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18914",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18919",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18922",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18926",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18941",1025,1069,1017,1074,1008,1037,1009,1026,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18943",1017,1018,1035,1037,1090,1009,1001,1032,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18950",1081,1082,1040,1001,1018,1083,1034,1018,1032,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18958",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18973",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18993",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18995",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19000",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19009",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19022",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19026",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19031",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19064",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19078",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19084",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19088",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19121",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19122",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19126",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19127",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19130",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19140",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19142",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19149",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19150",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19152",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19190",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19191",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19197",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19199",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19202",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19203",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19206",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19220",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19224",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19232",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19251",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19252",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19273",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19285",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19292",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19298",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19309",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19315",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19332",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19351",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19355",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19367",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19370",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19376",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19382",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19385",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19388",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19401",1008,1030,1017,1003,1001,1034,1002,1004,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19407",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19437",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19438",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19439",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19442",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19446",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19448",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19462",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19463",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19477",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19481",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19483",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19484",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19487",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19488",1084,1085,1086,1087,1054,1036,1077,1040,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19489",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19490",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19498",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19510",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19512",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19514",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19515",1010,1025,1020,1026,1041,1004,1001,1032,1003,1088,1017,1018,1014,1000,1089,1001,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19526",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19529",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19535",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19538",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19548",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19549",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19553",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19578",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19580",1000,1058,1017,1049,1001,1034,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19591",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19592",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19599",1008,1017,1031,1052,1001,1003,1018,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19600",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19610",1045,1062,1017,1004,1021,1008,1056,1046,1040,1034,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19615",1064,1065,1066,1067,1027,1040,1061,1068,1042,1034,1025,1069,1070,1018,1004,1071,1072,1010,1008,1038,1023,1026,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19628",1008,1027,1026,1041,1032,1001,1003,1018,1057,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19645",1051,1054,1018,1035,1008,1009,1026,1040,1052,1041,1003,1034,1048,1034,1042,1034,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
